"id","slug","nom_domaine","categorie","resume_eleve","description_complete","pourquoi_c_est_important","profil_eleve_adapte","matieres_utiles","competences_techniques","competences_personnelles","outils_technologies","metiers_associes","parcours_apprentissage","ecoles_formations_maroc","certifications_recommandees","demande_mondiale","demande_maroc","niveau_difficulte","potentiel_futur","impact_ia","opportunite_freelance_1_5","opportunite_remote_1_5","score_math_1_5","score_creativite_1_5","score_communication_1_5","score_resolution_probleme_1_5","salaire_maroc_junior_min_mad","salaire_maroc_junior_max_mad","salaire_maroc_senior_min_mad","salaire_maroc_senior_max_mad","note_salaire","avantages","difficultes_possibles","conseils_pour_commencer","projets_pratiques","mots_cles_recherche","ordre_affichage","statut"
"116","urbanisme-des-systemes-d-information","Urbanisme des Systèmes d'Information","ERP & SI","Découvre Urbanisme des Systèmes d'Information : une spécialité du numérique pour comprendre, explorer, comparer et construire ton parcours.","Ce domaine consiste à gestion des systèmes d’information et des logiciels métiers qui organisent les processus d’une entreprise. Il permet à l’élève de relier ses centres d’intérêt avec des métiers numériques concrets.","Important car la demande est moyenne au Maroc et moyenne à l’international, avec un impact de l’IA jugé moyen.","Aime comprendre les organisations | Aime résoudre les problèmes d’entreprise | Communique bien | Est méthodique","Informatique | Culture numérique | Français/communication | Projet pratique","Processus métier | Bases de données | Analyse fonctionnelle | ERP | Communication | Gestion de projet","Curiosité | Autonomie | Organisation | Communication | Esprit critique | Apprentissage continu","SAP | Odoo | Microsoft Dynamics | SQL | Excel | Power BI","Consultant ERP | Analyste fonctionnel | Chef de projet SI | Administrateur ERP | Business Analyst","Comprendre les processus d’entreprise | Apprendre les bases ERP | Pratiquer Odoo ou SAP | Étudier SQL et reporting | Participer à des projets métiers","Écoles de commerce/gestion | FST/EST Informatique | Formations ERP Odoo/SAP | Masters SI","Certification débutant liée au domaine | Cours en ligne avec projet pratique | Portfolio personnel | Participation à hackathon/club informatique","Moyenne","Moyenne","Moyen","Fort","Moyen","3","4","2","2","5","4","5000","10000","11000","22000","Estimation pédagogique mensuelle en MAD, à vérifier et mettre à jour selon la ville, l’expérience, l’entreprise et l’année.","Bonnes perspectives d’apprentissage | Possibilité de créer des projets concrets | Compétences utiles dans plusieurs secteurs | Compatible avec le travail à distance","Nécessite une pratique régulière | Demande une veille technologique | Peut devenir difficile sans projets réels","Commence par les bases, réalise un petit projet lié à Urbanisme des Systèmes d'Information, puis documente ton travail dans un portfolio.","Créer une fiche de veille | Réaliser un mini-projet appliqué | Présenter le domaine à ses camarades | Comparer 3 métiers associés","Urbanisme des Systèmes d'Information | ERP & SI | Processus métier | Bases de données | Analyse fonctionnelle | ERP | Communication | Consultant ERP | Analyste fonctionnel | Chef de projet SI","116","Publié"
"117","sirh-systemes-d-information-rh","SIRH (Systèmes d'Information RH)","ERP & SI","Découvre SIRH (Systèmes d'Information RH) : une spécialité du numérique pour comprendre, explorer, comparer et construire ton parcours.","Ce domaine consiste à gestion des systèmes d’information et des logiciels métiers qui organisent les processus d’une entreprise. Il permet à l’élève de relier ses centres d’intérêt avec des métiers numériques concrets.","Important car la demande est moyenne au Maroc et moyenne à l’international, avec un impact de l’IA jugé moyen.","Aime comprendre les organisations | Aime résoudre les problèmes d’entreprise | Communique bien | Est méthodique","Informatique | Culture numérique | Français/communication | Projet pratique","Processus métier | Bases de données | Analyse fonctionnelle | ERP | Communication | Gestion de projet","Curiosité | Autonomie | Organisation | Communication | Esprit critique | Apprentissage continu","SAP | Odoo | Microsoft Dynamics | SQL | Excel | Power BI","Consultant ERP | Analyste fonctionnel | Chef de projet SI | Administrateur ERP | Business Analyst","Comprendre les processus d’entreprise | Apprendre les bases ERP | Pratiquer Odoo ou SAP | Étudier SQL et reporting | Participer à des projets métiers","Écoles de commerce/gestion | FST/EST Informatique | Formations ERP Odoo/SAP | Masters SI","Certification débutant liée au domaine | Cours en ligne avec projet pratique | Portfolio personnel | Participation à hackathon/club informatique","Moyenne","Moyenne","Moyen","Fort","Moyen","3","4","2","2","5","4","5000","10000","11000","22000","Estimation pédagogique mensuelle en MAD, à vérifier et mettre à jour selon la ville, l’expérience, l’entreprise et l’année.","Bonnes perspectives d’apprentissage | Possibilité de créer des projets concrets | Compétences utiles dans plusieurs secteurs | Compatible avec le travail à distance","Nécessite une pratique régulière | Demande une veille technologique | Peut devenir difficile sans projets réels","Commence par les bases, réalise un petit projet lié à SIRH (Systèmes d'Information RH), puis documente ton travail dans un portfolio.","Créer une fiche de veille | Réaliser un mini-projet appliqué | Présenter le domaine à ses camarades | Comparer 3 métiers associés","SIRH (Systèmes d'Information RH) | ERP & SI | Processus métier | Bases de données | Analyse fonctionnelle | ERP | Communication | Consultant ERP | Analyste fonctionnel | Chef de projet SI","117","Publié"
"118","gestion-de-projet-it-pmp-prince2","Gestion de Projet IT (PMP, PRINCE2)","Management IT","Découvre Gestion de Projet IT (PMP, PRINCE2) : une spécialité du numérique pour comprendre, explorer, comparer et construire ton parcours.","Ce domaine consiste à pilotage des projets, équipes et stratégies numériques pour réussir la transformation technologique. Il permet à l’élève de relier ses centres d’intérêt avec des métiers numériques concrets.","Important car la demande est haute au Maroc et haute à l’international, avec un impact de l’IA jugé moyen.","Aime organiser | Aime communiquer | Aime diriger une équipe | S’intéresse à la technologie et au business","Informatique | Culture numérique | Français/communication | Projet pratique","Gestion de projet | Communication | Agilité | Leadership | Analyse des besoins | Planification","Curiosité | Autonomie | Organisation | Communication | Esprit critique | Apprentissage continu","Jira | Trello | Notion | MS Project | Slack | Power BI","Chef de projet IT | Scrum Master | Product Owner | IT Manager | Consultant transformation digitale","Comprendre les bases IT | Apprendre la gestion de projet | Découvrir Agile/Scrum | Pratiquer avec des projets simples | Développer communication et leadership","Écoles de management | Masters SI/Management IT | Formations Agile/Scrum | Écoles d’ingénieurs + gestion","Certification débutant liée au domaine | Cours en ligne avec projet pratique | Portfolio personnel | Participation à hackathon/club informatique","Haute","Haute","Moyen","Très fort","Moyen","3","4","1","3","5","4","5500","11000","12000","24000","Estimation pédagogique mensuelle en MAD, à vérifier et mettre à jour selon la ville, l’expérience, l’entreprise et l’année.","Bonnes perspectives d’apprentissage | Possibilité de créer des projets concrets | Compétences utiles dans plusieurs secteurs | Compatible avec le travail à distance","Nécessite une pratique régulière | Demande une veille technologique | Peut devenir difficile sans projets réels","Commence par les bases, réalise un petit projet lié à Gestion de Projet IT (PMP, PRINCE2), puis documente ton travail dans un portfolio.","Créer une fiche de veille | Réaliser un mini-projet appliqué | Présenter le domaine à ses camarades | Comparer 3 métiers associés","Gestion de Projet IT (PMP, PRINCE2) | Management IT | Gestion de projet | Communication | Agilité | Leadership | Analyse des besoins | Chef de projet IT | Scrum Master | Product Owner","118","Publié"
"119","agilite-scrum","Agilité & Scrum","Management IT","Découvre Agilité & Scrum : une spécialité du numérique pour comprendre, explorer, comparer et construire ton parcours.","Ce domaine consiste à pilotage des projets, équipes et stratégies numériques pour réussir la transformation technologique. Il permet à l’élève de relier ses centres d’intérêt avec des métiers numériques concrets.","Important car la demande est très haute au Maroc et très haute à l’international, avec un impact de l’IA jugé moyen.","Aime organiser | Aime communiquer | Aime diriger une équipe | S’intéresse à la technologie et au business","Informatique | Culture numérique | Français/communication | Projet pratique","Gestion de projet | Communication | Agilité | Leadership | Analyse des besoins | Planification","Curiosité | Autonomie | Organisation | Communication | Esprit critique | Apprentissage continu","Jira | Trello | Notion | MS Project | Slack | Power BI","Chef de projet IT | Scrum Master | Product Owner | IT Manager | Consultant transformation digitale","Comprendre les bases IT | Apprendre la gestion de projet | Découvrir Agile/Scrum | Pratiquer avec des projets simples | Développer communication et leadership","Écoles de management | Masters SI/Management IT | Formations Agile/Scrum | Écoles d’ingénieurs + gestion","Certification débutant liée au domaine | Cours en ligne avec projet pratique | Portfolio personnel | Participation à hackathon/club informatique","Très haute","Très haute","Moyen","Excellent","Moyen","3","4","1","3","5","4","6000","12000","13000","26000","Estimation pédagogique mensuelle en MAD, à vérifier et mettre à jour selon la ville, l’expérience, l’entreprise et l’année.","Bonnes perspectives d’apprentissage | Possibilité de créer des projets concrets | Compétences utiles dans plusieurs secteurs | Compatible avec le travail à distance","Nécessite une pratique régulière | Demande une veille technologique | Peut devenir difficile sans projets réels","Commence par les bases, réalise un petit projet lié à Agilité & Scrum, puis documente ton travail dans un portfolio.","Créer une fiche de veille | Réaliser un mini-projet appliqué | Présenter le domaine à ses camarades | Comparer 3 métiers associés","Agilité & Scrum | Management IT | Gestion de projet | Communication | Agilité | Leadership | Analyse des besoins | Chef de projet IT | Scrum Master | Product Owner","119","Publié"
"120","product-management-chef-de-produit","Product Management (Chef de Produit)","Management IT","Découvre Product Management (Chef de Produit) : une spécialité du numérique pour comprendre, explorer, comparer et construire ton parcours.","Ce domaine consiste à pilotage des projets, équipes et stratégies numériques pour réussir la transformation technologique. Il permet à l’élève de relier ses centres d’intérêt avec des métiers numériques concrets.","Important car la demande est haute au Maroc et très haute à l’international, avec un impact de l’IA jugé moyen.","Aime organiser | Aime communiquer | Aime diriger une équipe | S’intéresse à la technologie et au business","Informatique | Culture numérique | Français/communication | Projet pratique","Gestion de projet | Communication | Agilité | Leadership | Analyse des besoins | Planification | Prototypage | Design system","Curiosité | Autonomie | Organisation | Communication | Esprit critique | Apprentissage continu","Jira | Trello | Notion | MS Project | Slack | Power BI | Figma | Canva","UX/UI Designer | Product Designer | Web Designer","Comprendre les bases IT | Apprendre la gestion de projet | Découvrir Agile/Scrum | Pratiquer avec des projets simples | Développer communication et leadership","Écoles de management | Masters SI/Management IT | Formations Agile/Scrum | Écoles d’ingénieurs + gestion","Certification débutant liée au domaine | Cours en ligne avec projet pratique | Portfolio personnel | Participation à hackathon/club informatique","Très haute","Haute","Moyen","Très fort","Moyen","3","4","1","3","5","4","6000","12000","13000","26000","Estimation pédagogique mensuelle en MAD, à vérifier et mettre à jour selon la ville, l’expérience, l’entreprise et l’année.","Bonnes perspectives d’apprentissage | Possibilité de créer des projets concrets | Compétences utiles dans plusieurs secteurs | Compatible avec le travail à distance","Nécessite une pratique régulière | Demande une veille technologique | Peut devenir difficile sans projets réels","Commence par les bases, réalise un petit projet lié à Product Management (Chef de Produit), puis documente ton travail dans un portfolio.","Créer une fiche de veille | Réaliser un mini-projet appliqué | Présenter le domaine à ses camarades | Comparer 3 métiers associés","Product Management (Chef de Produit) | Management IT | Gestion de projet | Communication | Agilité | Leadership | Analyse des besoins | UX/UI Designer | Product Designer | Web Designer","120","Publié"
"121","it-consulting-conseil-en-transformation","IT Consulting & Conseil en Transformation","Management IT","Découvre IT Consulting & Conseil en Transformation : une spécialité du numérique pour comprendre, explorer, comparer et construire ton parcours.","Ce domaine consiste à pilotage des projets, équipes et stratégies numériques pour réussir la transformation technologique. Il permet à l’élève de relier ses centres d’intérêt avec des métiers numériques concrets.","Important car la demande est haute au Maroc et très haute à l’international, avec un impact de l’IA jugé moyen.","Aime organiser | Aime communiquer | Aime diriger une équipe | S’intéresse à la technologie et au business","Informatique | Culture numérique | Français/communication | Projet pratique","Gestion de projet | Communication | Agilité | Leadership | Analyse des besoins | Planification","Curiosité | Autonomie | Organisation | Communication | Esprit critique | Apprentissage continu","Jira | Trello | Notion | MS Project | Slack | Power BI","Chef de projet IT | Scrum Master | Product Owner | IT Manager | Consultant transformation digitale","Comprendre les bases IT | Apprendre la gestion de projet | Découvrir Agile/Scrum | Pratiquer avec des projets simples | Développer communication et leadership","Écoles de management | Masters SI/Management IT | Formations Agile/Scrum | Écoles d’ingénieurs + gestion","Certification débutant liée au domaine | Cours en ligne avec projet pratique | Portfolio personnel | Participation à hackathon/club informatique","Très haute","Haute","Moyen","Très fort","Moyen","3","4","1","3","5","4","6000","12000","13000","26000","Estimation pédagogique mensuelle en MAD, à vérifier et mettre à jour selon la ville, l’expérience, l’entreprise et l’année.","Bonnes perspectives d’apprentissage | Possibilité de créer des projets concrets | Compétences utiles dans plusieurs secteurs | Compatible avec le travail à distance","Nécessite une pratique régulière | Demande une veille technologique | Peut devenir difficile sans projets réels","Commence par les bases, réalise un petit projet lié à IT Consulting & Conseil en Transformation, puis documente ton travail dans un portfolio.","Créer une fiche de veille | Réaliser un mini-projet appliqué | Présenter le domaine à ses camarades | Comparer 3 métiers associés","IT Consulting & Conseil en Transformation | Management IT | Gestion de projet | Communication | Agilité | Leadership | Analyse des besoins | Chef de projet IT | Scrum Master | Product Owner","121","Publié"
"122","gestion-des-risques-it","Gestion des Risques IT","Management IT","Découvre Gestion des Risques IT : une spécialité du numérique pour comprendre, explorer, comparer et construire ton parcours.","Ce domaine consiste à pilotage des projets, équipes et stratégies numériques pour réussir la transformation technologique. Il permet à l’élève de relier ses centres d’intérêt avec des métiers numériques concrets.","Important car la demande est haute au Maroc et haute à l’international, avec un impact de l’IA jugé moyen.","Aime organiser | Aime communiquer | Aime diriger une équipe | S’intéresse à la technologie et au business","Informatique | Culture numérique | Français/communication | Projet pratique","Gestion de projet | Communication | Agilité | Leadership | Analyse des besoins | Planification","Curiosité | Autonomie | Organisation | Communication | Esprit critique | Apprentissage continu","Jira | Trello | Notion | MS Project | Slack | Power BI","Chef de projet IT | Scrum Master | Product Owner | IT Manager | Consultant transformation digitale","Comprendre les bases IT | Apprendre la gestion de projet | Découvrir Agile/Scrum | Pratiquer avec des projets simples | Développer communication et leadership","Écoles de management | Masters SI/Management IT | Formations Agile/Scrum | Écoles d’ingénieurs + gestion","Certification débutant liée au domaine | Cours en ligne avec projet pratique | Portfolio personnel | Participation à hackathon/club informatique","Haute","Haute","Moyen","Très fort","Moyen","3","4","1","3","5","4","5500","11000","12000","24000","Estimation pédagogique mensuelle en MAD, à vérifier et mettre à jour selon la ville, l’expérience, l’entreprise et l’année.","Bonnes perspectives d’apprentissage | Possibilité de créer des projets concrets | Compétences utiles dans plusieurs secteurs | Compatible avec le travail à distance","Nécessite une pratique régulière | Demande une veille technologique | Peut devenir difficile sans projets réels","Commence par les bases, réalise un petit projet lié à Gestion des Risques IT, puis documente ton travail dans un portfolio.","Créer une fiche de veille | Réaliser un mini-projet appliqué | Présenter le domaine à ses camarades | Comparer 3 métiers associés","Gestion des Risques IT | Management IT | Gestion de projet | Communication | Agilité | Leadership | Analyse des besoins | Chef de projet IT | Scrum Master | Product Owner","122","Publié"
"123","architecture-d-entreprise-togaf","Architecture d'Entreprise (TOGAF)","Management IT","Découvre Architecture d'Entreprise (TOGAF) : une spécialité du numérique pour comprendre, explorer, comparer et construire ton parcours.","Ce domaine consiste à pilotage des projets, équipes et stratégies numériques pour réussir la transformation technologique. Il permet à l’élève de relier ses centres d’intérêt avec des métiers numériques concrets.","Important car la demande est moyenne au Maroc et moyenne à l’international, avec un impact de l’IA jugé moyen.","Aime organiser | Aime communiquer | Aime diriger une équipe | S’intéresse à la technologie et au business","Informatique | Culture numérique | Français/communication | Projet pratique","Gestion de projet | Communication | Agilité | Leadership | Analyse des besoins | Planification","Curiosité | Autonomie | Organisation | Communication | Esprit critique | Apprentissage continu","Jira | Trello | Notion | MS Project | Slack | Power BI","Chef de projet IT | Scrum Master | Product Owner | IT Manager | Consultant transformation digitale","Comprendre les bases IT | Apprendre la gestion de projet | Découvrir Agile/Scrum | Pratiquer avec des projets simples | Développer communication et leadership","Écoles de management | Masters SI/Management IT | Formations Agile/Scrum | Écoles d’ingénieurs + gestion","Certification débutant liée au domaine | Cours en ligne avec projet pratique | Portfolio personnel | Participation à hackathon/club informatique","Moyenne","Moyenne","Moyen","Fort","Moyen","3","4","1","3","5","4","5000","10000","11000","22000","Estimation pédagogique mensuelle en MAD, à vérifier et mettre à jour selon la ville, l’expérience, l’entreprise et l’année.","Bonnes perspectives d’apprentissage | Possibilité de créer des projets concrets | Compétences utiles dans plusieurs secteurs | Compatible avec le travail à distance","Nécessite une pratique régulière | Demande une veille technologique | Peut devenir difficile sans projets réels","Commence par les bases, réalise un petit projet lié à Architecture d'Entreprise (TOGAF), puis documente ton travail dans un portfolio.","Créer une fiche de veille | Réaliser un mini-projet appliqué | Présenter le domaine à ses camarades | Comparer 3 métiers associés","Architecture d'Entreprise (TOGAF) | Management IT | Gestion de projet | Communication | Agilité | Leadership | Analyse des besoins | Chef de projet IT | Scrum Master | Product Owner","123","Publié"
"124","digital-transformation-management","Digital Transformation Management","Management IT","Découvre Digital Transformation Management : une spécialité du numérique pour comprendre, explorer, comparer et construire ton parcours.","Ce domaine consiste à pilotage des projets, équipes et stratégies numériques pour réussir la transformation technologique. Il permet à l’élève de relier ses centres d’intérêt avec des métiers numériques concrets.","Important car la demande est très haute au Maroc et très haute à l’international, avec un impact de l’IA jugé moyen.","Aime organiser | Aime communiquer | Aime diriger une équipe | S’intéresse à la technologie et au business","Informatique | Culture numérique | Français/communication | Projet pratique","Gestion de projet | Communication | Agilité | Leadership | Analyse des besoins | Planification","Curiosité | Autonomie | Organisation | Communication | Esprit critique | Apprentissage continu","Jira | Trello | Notion | MS Project | Slack | Power BI","Chef de projet IT | Scrum Master | Product Owner | IT Manager | Consultant transformation digitale","Comprendre les bases IT | Apprendre la gestion de projet | Découvrir Agile/Scrum | Pratiquer avec des projets simples | Développer communication et leadership","Écoles de management | Masters SI/Management IT | Formations Agile/Scrum | Écoles d’ingénieurs + gestion","Certification débutant liée au domaine | Cours en ligne avec projet pratique | Portfolio personnel | Participation à hackathon/club informatique","Très haute","Très haute","Moyen","Excellent","Moyen","3","4","1","3","5","4","6000","12000","13000","26000","Estimation pédagogique mensuelle en MAD, à vérifier et mettre à jour selon la ville, l’expérience, l’entreprise et l’année.","Bonnes perspectives d’apprentissage | Possibilité de créer des projets concrets | Compétences utiles dans plusieurs secteurs | Compatible avec le travail à distance","Nécessite une pratique régulière | Demande une veille technologique | Peut devenir difficile sans projets réels","Commence par les bases, réalise un petit projet lié à Digital Transformation Management, puis documente ton travail dans un portfolio.","Créer une fiche de veille | Réaliser un mini-projet appliqué | Présenter le domaine à ses camarades | Comparer 3 métiers associés","Digital Transformation Management | Management IT | Gestion de projet | Communication | Agilité | Leadership | Analyse des besoins | Chef de projet IT | Scrum Master | Product Owner","124","Publié"
"125","metavers-xr-vr-ar-mr","Métavers & XR (VR/AR/MR)","Technologies Émergentes","Découvre Métavers & XR (VR/AR/MR) : une spécialité du numérique pour comprendre, explorer, comparer et construire ton parcours.","Ce domaine consiste à exploration des nouvelles technologies comme blockchain, réalité virtuelle, iot avancé et innovations numériques. Il permet à l’élève de relier ses centres d’intérêt avec des métiers numériques concrets.","Important car la demande est faible au Maroc et moyenne à l’international, avec un impact de l’IA jugé fort.","Est curieux | Aime expérimenter | Aime créer des prototypes | Accepte l’incertitude et l’apprentissage continu","Informatique | Mathématiques | Anglais technique | Projet pratique","Veille technologique | Programmation | Innovation | Prototypage | Analyse des usages | Adaptabilité","Curiosité | Autonomie | Organisation | Communication | Esprit critique | Apprentissage continu","Unity | Unreal Engine | Blockchain tools | Arduino | WebXR | Python","Développeur XR | Blockchain Developer | IoT Developer | Consultant innovation | Product Innovator","Faire une veille régulière | Choisir une technologie émergente | Créer un prototype simple | Participer à un hackathon | Documenter ses expérimentations","Écoles d’ingénieurs | FST/EST Informatique | Formations spécialisées XR/Blockchain/IoT | Labs et hackathons","Certification débutant liée au domaine | Cours en ligne avec projet pratique | Portfolio personnel | Participation à hackathon/club informatique","Moyenne","Faible","Avancé","Fort","Fort","3","4","3","5","3","5","7000","14000","16000","35000","Estimation pédagogique mensuelle en MAD, à vérifier et mettre à jour selon la ville, l’expérience, l’entreprise et l’année.","Bonnes perspectives d’apprentissage | Possibilité de créer des projets concrets | Compétences utiles dans plusieurs secteurs | Compatible avec le travail à distance","Nécessite une pratique régulière | Demande une veille technologique | Peut devenir difficile sans projets réels","Commence par les bases, réalise un petit projet lié à Métavers & XR (VR/AR/MR), puis documente ton travail dans un portfolio.","Créer une fiche de veille | Réaliser un mini-projet appliqué | Présenter le domaine à ses camarades | Comparer 3 métiers associés","Métavers & XR (VR/AR/MR) | Technologies Émergentes | Veille technologique | Programmation | Innovation | Prototypage | Analyse des usages | Développeur XR | Blockchain Developer | IoT Developer","125","Publié"
"126","realite-augmentee-ar","Réalité Augmentée (AR)","Technologies Émergentes","Découvre Réalité Augmentée (AR) : une spécialité du numérique pour comprendre, explorer, comparer et construire ton parcours.","Ce domaine consiste à exploration des nouvelles technologies comme blockchain, réalité virtuelle, iot avancé et innovations numériques. Il permet à l’élève de relier ses centres d’intérêt avec des métiers numériques concrets.","Important car la demande est moyenne au Maroc et haute à l’international, avec un impact de l’IA jugé fort.","Est curieux | Aime expérimenter | Aime créer des prototypes | Accepte l’incertitude et l’apprentissage continu","Informatique | Mathématiques | Anglais technique | Projet pratique","Veille technologique | Programmation | Innovation | Prototypage | Analyse des usages | Adaptabilité","Curiosité | Autonomie | Organisation | Communication | Esprit critique | Apprentissage continu","Unity | Unreal Engine | Blockchain tools | Arduino | WebXR | Python","Développeur XR | Blockchain Developer | IoT Developer | Consultant innovation | Product Innovator","Faire une veille régulière | Choisir une technologie émergente | Créer un prototype simple | Participer à un hackathon | Documenter ses expérimentations","Écoles d’ingénieurs | FST/EST Informatique | Formations spécialisées XR/Blockchain/IoT | Labs et hackathons","Certification débutant liée au domaine | Cours en ligne avec projet pratique | Portfolio personnel | Participation à hackathon/club informatique","Haute","Moyenne","Avancé","Très fort","Fort","3","4","3","5","3","5","7500","15000","17500","38000","Estimation pédagogique mensuelle en MAD, à vérifier et mettre à jour selon la ville, l’expérience, l’entreprise et l’année.","Bonnes perspectives d’apprentissage | Possibilité de créer des projets concrets | Compétences utiles dans plusieurs secteurs | Compatible avec le travail à distance","Nécessite une pratique régulière | Demande une veille technologique | Peut devenir difficile sans projets réels","Commence par les bases, réalise un petit projet lié à Réalité Augmentée (AR), puis documente ton travail dans un portfolio.","Créer une fiche de veille | Réaliser un mini-projet appliqué | Présenter le domaine à ses camarades | Comparer 3 métiers associés","Réalité Augmentée (AR) | Technologies Émergentes | Veille technologique | Programmation | Innovation | Prototypage | Analyse des usages | Développeur XR | Blockchain Developer | IoT Developer","126","Publié"
"127","realite-virtuelle-vr","Réalité Virtuelle (VR)","Technologies Émergentes","Découvre Réalité Virtuelle (VR) : une spécialité du numérique pour comprendre, explorer, comparer et construire ton parcours.","Ce domaine consiste à exploration des nouvelles technologies comme blockchain, réalité virtuelle, iot avancé et innovations numériques. Il permet à l’élève de relier ses centres d’intérêt avec des métiers numériques concrets.","Important car la demande est moyenne au Maroc et moyenne à l’international, avec un impact de l’IA jugé fort.","Est curieux | Aime expérimenter | Aime créer des prototypes | Accepte l’incertitude et l’apprentissage continu","Informatique | Mathématiques | Anglais technique | Projet pratique","Veille technologique | Programmation | Innovation | Prototypage | Analyse des usages | Adaptabilité","Curiosité | Autonomie | Organisation | Communication | Esprit critique | Apprentissage continu","Unity | Unreal Engine | Blockchain tools | Arduino | WebXR | Python","Développeur XR | Blockchain Developer | IoT Developer | Consultant innovation | Product Innovator","Faire une veille régulière | Choisir une technologie émergente | Créer un prototype simple | Participer à un hackathon | Documenter ses expérimentations","Écoles d’ingénieurs | FST/EST Informatique | Formations spécialisées XR/Blockchain/IoT | Labs et hackathons","Certification débutant liée au domaine | Cours en ligne avec projet pratique | Portfolio personnel | Participation à hackathon/club informatique","Moyenne","Moyenne","Avancé","Fort","Fort","3","4","3","5","3","5","7000","14000","16000","35000","Estimation pédagogique mensuelle en MAD, à vérifier et mettre à jour selon la ville, l’expérience, l’entreprise et l’année.","Bonnes perspectives d’apprentissage | Possibilité de créer des projets concrets | Compétences utiles dans plusieurs secteurs | Compatible avec le travail à distance","Nécessite une pratique régulière | Demande une veille technologique | Peut devenir difficile sans projets réels","Commence par les bases, réalise un petit projet lié à Réalité Virtuelle (VR), puis documente ton travail dans un portfolio.","Créer une fiche de veille | Réaliser un mini-projet appliqué | Présenter le domaine à ses camarades | Comparer 3 métiers associés","Réalité Virtuelle (VR) | Technologies Émergentes | Veille technologique | Programmation | Innovation | Prototypage | Analyse des usages | Développeur XR | Blockchain Developer | IoT Developer","127","Publié"
"128","impression-3d-fabrication-numerique","Impression 3D & Fabrication Numérique","Technologies Émergentes","Découvre Impression 3D & Fabrication Numérique : une spécialité du numérique pour comprendre, explorer, comparer et construire ton parcours.","Ce domaine consiste à exploration des nouvelles technologies comme blockchain, réalité virtuelle, iot avancé et innovations numériques. Il permet à l’élève de relier ses centres d’intérêt avec des métiers numériques concrets.","Important car la demande est moyenne au Maroc et moyenne à l’international, avec un impact de l’IA jugé fort.","Est curieux | Aime expérimenter | Aime créer des prototypes | Accepte l’incertitude et l’apprentissage continu","Informatique | Mathématiques | Anglais technique | Projet pratique","Veille technologique | Programmation | Innovation | Prototypage | Analyse des usages | Adaptabilité","Curiosité | Autonomie | Organisation | Communication | Esprit critique | Apprentissage continu","Unity | Unreal Engine | Blockchain tools | Arduino | WebXR | Python","Développeur XR | Blockchain Developer | IoT Developer | Consultant innovation | Product Innovator","Faire une veille régulière | Choisir une technologie émergente | Créer un prototype simple | Participer à un hackathon | Documenter ses expérimentations","Écoles d’ingénieurs | FST/EST Informatique | Formations spécialisées XR/Blockchain/IoT | Labs et hackathons","Certification débutant liée au domaine | Cours en ligne avec projet pratique | Portfolio personnel | Participation à hackathon/club informatique","Moyenne","Moyenne","Avancé","Fort","Fort","3","4","3","5","3","5","7000","14000","16000","35000","Estimation pédagogique mensuelle en MAD, à vérifier et mettre à jour selon la ville, l’expérience, l’entreprise et l’année.","Bonnes perspectives d’apprentissage | Possibilité de créer des projets concrets | Compétences utiles dans plusieurs secteurs | Compatible avec le travail à distance","Nécessite une pratique régulière | Demande une veille technologique | Peut devenir difficile sans projets réels","Commence par les bases, réalise un petit projet lié à Impression 3D & Fabrication Numérique, puis documente ton travail dans un portfolio.","Créer une fiche de veille | Réaliser un mini-projet appliqué | Présenter le domaine à ses camarades | Comparer 3 métiers associés","Impression 3D & Fabrication Numérique | Technologies Émergentes | Veille technologique | Programmation | Innovation | Prototypage | Analyse des usages | Développeur XR | Blockchain Developer | IoT Developer","128","Publié"
